Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,deadlocks,temp_files,temp_bytes,checkpoints_timed,checkpoints_req,buffers_checkpoint,buffers_clean,buffers_backend,buffers_alloc,checkpoint_write_time,checkpoint_sync_time,wal_bytes,wal_records,wal_fpi,wal_buffers_full,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Runtime(ms),Throughput(ops/sec),RETURN=ERROR,Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK
38,reference,1000,true,zipfian,READ,3569,11495822,3941459,3847246,1119,1,0,0,0,0,1404,756,3770986,2657578,26004242,54183864,7874184,41247,116469222057,170572201,9969922,1439907,1,0,0,0,0,3736,26766.59528907923,0,100000,33.67415,17,10543,68,129,100000
38,clean-run,1000,true,zipfian,READ,5755,3614797,2559246,2557289,25675,1,0,0,0,0,1404,757,3781873,2658230,26012110,54191882,7874241,41250,116516419376,170628974,9970858,1443592,1,0,0,0,0,13486,7415.0971377725045,0,99932,130.48245807148862,79,19567,231,340,99932,68
38,avg-run,1000,true,zipfian,READ,10934,7009728,4662693,4658695,46675,5,0,0,0,0,1404,757,3781873,2660717,26019402,54197070,7874241,41250,116580654746,170700912,9980788,1443592,1,0,0,0,0,11361,8802.042073761113,0,100000,109.56915,73,17919,196,287,100000
39,extend,1000,true,uniform,EXTEND,107276,139262911,66319535,65328213,578745,389850,552447,0,0,0,1404,757,3781873,2663286,26019402,54201466,7874241,41250,116645610642,170810864,9983578,1443592,0,0,0,0,1,6650,1503.7593984962407,0,9985,634.6719078617926,382,26671,1026,1488,9985,15
39,run,1000,true,zipfian,READ,107702,143947615,68944189,67951846,578745,389850,552447,0,0,0,1404,757,3781873,2665709,26022992,54202001,7874241,41250,116645624508,170811097,9983578,1443592,1,0,0,0,0,13819,7236.4136334032855,0,99921,133.80122296614326,84,15295,231,329,99921,79
39,reference,1000,true,zipfian,READ,3915,11798011,4045596,3948490,1119,1,0,0,0,0,1404,757,3781873,2666217,26022992,54202297,7874241,41250,116645624508,170811097,9983578,1443592,1,0,0,0,0,3444,29036.004645760742,0,100000,30.69966,18,11487,60,114,100000
39,clean-run,1000,true,zipfian,READ,5913,3639945,2622771,2620814,26298,1,0,0,0,0,1404,758,3793827,2666705,26022993,54210386,7874301,41252,116693909605,170869226,9984514,1447415,1,0,0,0,0,12625,7920.792079207921,0,99915,122.43546014111995,81,16767,212,306,99915,85
39,avg-run,1000,true,zipfian,READ,12784,7402249,5726218,5722220,57298,5,0,0,0,0,1404,758,3793827,2667049,26038917,54217343,7874301,41252,116762952533,170961068,9994505,1447415,1,0,0,0,0,11525,8676.789587852494,0,100000,111.36164,76,13559,194,282,100000
40,extend,1000,true,uniform,EXTEND,128972,144726478,69299896,68283546,604907,399851,578002,0,0,0,1404,758,3793827,2670083,26046132,54226822,7874301,41252,116828175944,171073130,9997003,1447415,0,0,0,0,1,6501,1538.2248884786957,0,9990,619.5036036036036,381,26703,1023,1487,9990,10
40,run,1000,true,zipfian,READ,129407,149461474,71983167,70965796,604907,399851,578002,0,0,0,1404,758,3793827,2672589,26046132,54227363,7874301,41252,116828192660,171073411,9997003,1447415,1,0,0,0,0,13954,7166.403898523721,0,99945,135.35901745960277,85,18927,231,318,99945,55
40,reference,1000,true,zipfian,READ,4279,12100182,4149733,4049734,1119,1,0,0,0,0,1404,758,3793827,2673074,26046132,54227651,7874301,41252,116828192660,171073411,9997003,1447415,1,0,0,0,0,3359,29770.765108663294,0,100000,29.86398,17,9983,58,114,100000
40,clean-run,1000,true,zipfian,READ,6613,3667762,2683723,2681766,26905,1,0,0,0,0,1404,759,3806148,2673268,26048619,54236459,7874361,41255,116877565135,171132871,9997939,1451312,1,0,0,0,0,12384,8074.935400516796,0,99932,120.10051835247968,80,13599,208,282,99932,68
40,avg-run,1000,true,zipfian,READ,13487,7430376,5787170,5783172,57905,5,0,0,0,0,1404,759,3806148,2673268,26056645,54243410,7874361,41255,116922894415,171195988,9997941,1451312,1,0,0,0,0,12192,8202.099737532808,0,100000,118.06162,81,13183,203,292,100000
41,extend,1000,true,uniform,EXTEND,155438,150231824,72346578,71305200,631778,409847,604264,0,0,0,1404,759,3806148,2676203,26072197,54257757,7874361,41255,117015841243,171335780,10010460,1451312,0,0,0,0,1,6434,1554.243083618278,0,9985,612.6974461692539,378,27535,1010,1385,9985,15
41,run,1000,true,zipfian,READ,155862,154976842,75085029,74042630,631778,409847,604264,0,0,0,1404,759,3806148,2677806,26077627,54258276,7874361,41255,117015864219,171336167,10010460,1451312,1,0,0,0,0,16545,6044.122091266244,0,99931,160.94510212046313,90,14959,280,393,99931,69
41,reference,1000,true,zipfian,READ,4624,12402372,4253870,4150978,1119,1,0,0,0,0,1404,759,3806148,2677806,26077627,54258516,7874361,41255,117015864219,171336167,10010460,1451312,1,0,0,0,0,4412,22665.457842248412,0,100000,39.36659,18,12615,80,156,100000
41,clean-run,1000,true,zipfian,READ,6255,3707729,2740707,2738670,27514,17,0,0,0,0,1404,760,3819941,2678118,26077628,54267028,7874427,41258,117066329630,171396996,10011396,1455641,1,0,0,0,0,12367,8086.035416835126,0,99921,119.57349305951702,80,15623,203,291,99921,79
41,avg-run,1000,true,zipfian,READ,13124,7470114,5844149,5840071,58514,21,0,0,0,0,1404,760,3819941,2678118,26085509,54273931,7874427,41258,117112658830,171460111,10011398,1455641,1,0,0,0,0,12861,7775.445144234507,0,100000,124.80492,89,13287,217,301,100000
42,extend,1000,true,uniform,EXTEND,179010,155762772,75455553,74389147,659104,419856,631025,0,0,0,1404,760,3819941,2680888,26100123,54290368,7874427,41258,117222029351,171609552,10025682,1455641,0,0,0,0,1,6692,1494.3215780035864,0,9998,637.9164832966593,366,26991,1045,1536,9998,2
42,run,1000,true,zipfian,READ,179389,160516707,78257347,77189920,659104,419856,631025,0,0,0,1404,760,3819941,2681126,26100123,54290798,7874427,41258,117222047235,171609855,10025682,1455641,1,0,0,0,0,13765,7264.80203414457,0,99926,133.39487220543202,87,22063,220,316,99926,74
42,reference,1000,true,zipfian,READ,4969,12704562,4358007,4252222,1119,1,0,0,0,0,1404,760,3819941,2681599,26100123,54291071,7874427,41258,117222047285,171609856,10025682,1455641,1,0,0,0,0,3310,30211.480362537764,0,100000,29.4325,17,12871,57,118,100000
42,clean-run,1000,true,zipfian,READ,6260,3738707,2802135,2800178,28079,1,0,0,0,0,1404,761,3835080,2681743,26104126,54299874,7874493,41277,117273588510,171671901,10026618,1460860,1,0,0,0,0,12670,7892.659826361484,0,99926,122.95149410563818,84,14199,209,298,99926,74
42,avg-run,1000,true,zipfian,READ,13124,7501008,5905582,5901584,59079,5,0,0,0,0,1404,761,3835080,2681744,26112201,54306769,7874493,41277,117320917760,171735017,10026620,1460860,1,0,0,0,0,13046,7665.184730952016,0,100000,126.70442,90,13599,218,311,100000
43,extend,1000,true,uniform,EXTEND,197039,161264979,78633100,77542537,686946,429849,658356,0,0,0,1404,761,3835080,2684572,26119764,54323730,7874493,41277,117427794041,171852742,10038588,1460860,0,0,0,0,1,6682,1496.5579167913797,0,9993,637.536475532873,383,26415,1058,1501,9993,7
43,run,1000,true,zipfian,READ,201326,166112741,81484892,80392437,686948,429860,658358,0,0,0,1404,761,3835080,2685400,26125400,54324347,7874493,41277,117433770234,171896709,10040772,1460860,1,0,0,0,0,13570,7369.196757553426,0,99936,131.73355947806596,84,15183,224,325,99936,64
43,reference,1000,true,zipfian,READ,5314,13006752,4462144,4353466,1119,1,0,0,0,0,1404,761,3835080,2686268,26125400,54324636,7874493,41277,117433770234,171896709,10040772,1460860,1,0,0,0,0,3628,27563.395810363836,0,100000,32.26537,17,12055,65,127,100000
43,clean-run,1000,true,zipfian,READ,6327,3746169,2850734,2848780,28577,1,0,0,0,0,1404,762,3849601,2686805,26127076,54333539,7878464,43077,117486021499,171953748,10041708,1464204,1,0,0,0,0,14838,6739.452756436177,0,99934,144.0415874477155,87,15431,254,366,99934,66
43,avg-run,1000,true,zipfian,READ,13204,7508279,5954094,5950099,59577,5,0,0,0,0,1404,762,3849601,2686808,26134951,54340455,7878464,43077,117534350829,172016866,10041710,1464204,1,0,0,0,0,14028,7128.5999429712,0,100000,136.19428,90,13079,236,341,100000
44,extend,1000,true,uniform,EXTEND,217855,166870339,81867254,80749813,715269,439848,686145,0,0,0,1404,762,3849601,2689708,26142440,54356208,7878464,43077,117627541161,172134969,10051786,1464204,0,0,0,0,1,6953,1438.2281029771323,0,9988,663.5026031237485,388,25823,1070,1562,9988,12
44,run,1000,true,zipfian,READ,218297,171695704,84774486,83656024,715269,439848,686145,0,0,0,1404,762,3849601,2691048,26147238,54356885,7878464,43077,117627974002,172142101,10051787,1464204,1,0,0,0,0,15196,6580.679126085812,0,99932,147.60484129207862,90,16199,257,366,99932,68
44,reference,1000,true,zipfian,READ,5666,13308935,4566281,4454710,1119,1,0,0,0,0,1404,762,3849601,2691904,26147238,54357170,7878464,43077,117627974002,172142101,10051787,1464204,1,0,0,0,0,3454,28951.939779965258,0,100000,30.82966,17,10423,62,124,100000
44,clean-run,1000,true,zipfian,READ,6505,3794594,2906531,2904574,29124,1,0,0,0,0,1404,763,3862578,2692023,26151029,54366207,7878552,43081,117681660768,172206453,10052723,1469179,1,0,0,0,0,13333,7500.187504687618,0,99921,129.4179701964552,85,15063,221,312,99921,79
44,avg-run,1000,true,zipfian,READ,13375,7557038,6009978,6005980,60124,5,0,0,0,0,1404,763,3862578,2692023,26159102,54373094,7878552,43081,117730989968,172269568,10052725,1469179,1,0,0,0,0,14601,6848.845969454147,0,100000,141.97459,94,17039,245,341,100000
45,extend,1000,true,uniform,EXTEND,245630,172492009,85163902,84021433,744129,449857,714531,0,0,0,1404,763,3862578,2694758,26174286,54390085,7878552,43081,117841583690,172420790,10067616,1469179,0,0,0,0,1,6613,1512.1729925903524,0,9998,626.9401880376075,383,36927,988,1455,9998,2
45,run,1000,true,zipfian,READ,246058,177291066,88114554,86971064,744129,449857,714531,0,0,0,1404,763,3862578,2695345,26174286,54390525,7878552,43081,117841603142,172421122,10067616,1469179,1,0,0,0,0,15803,6327.912421692084,0,99947,153.66942479514142,92,19375,264,373,99947,53
45,reference,1000,true,zipfian,READ,6014,13611122,4670418,4555954,1119,1,0,0,0,0,1404,763,3862578,2695536,26174286,54390765,7878552,43081,117841603142,172421122,10067616,1469179,1,0,0,0,0,4102,24378.35202340322,0,100000,36.5514,17,16447,75,146,100000
45,clean-run,1000,true,zipfian,READ,6567,3817783,2949263,2947306,29605,1,0,0,0,0,1404,764,3877601,2695690,26179516,54399909,7878649,43094,117896362491,172486557,10068552,1474449,1,0,0,0,0,15122,6612.881893929374,0,99929,147.14011948483423,88,14095,259,365,99929,71
45,avg-run,1000,true,zipfian,READ,13436,7580215,6052710,6048712,60605,5,0,0,0,0,1404,764,3877601,2695690,26187568,54406796,7878649,43094,117946691691,172549672,10068554,1474449,1,0,0,0,0,14936,6695.232994108195,0,100000,145.0577,95,16199,255,365,100000
46,extend,1000,true,uniform,EXTEND,276164,178087048,88509155,87341658,773337,459861,743286,0,0,0,1404,764,3877601,2698637,26203007,54422966,7878649,43094,118053090224,172700411,10084183,1474449,0,0,0,0,1,6945,1439.8848092152627,0,9993,660.9453617532273,400,26975,1063,1566,9993,7
46,run,1000,true,zipfian,READ,276587,182899684,91505674,90337156,773337,459861,743286,0,0,0,1404,764,3877601,2699087,26209104,54423539,7878649,43094,118053110668,172700761,10084183,1474449,1,0,0,0,0,16213,6167.889964843027,0,99930,157.63396377464224,90,15415,276,385,99930,70
46,reference,1000,true,zipfian,READ,6359,13913312,4774555,4657198,1119,1,0,0,0,0,1404,764,3877601,2699260,26209104,54423785,7878649,43094,118053110668,172700761,10084183,1474449,1,0,0,0,0,3484,28702.64064293915,0,100000,30.75839,17,10599,61,124,100000
46,clean-run,1000,true,zipfian,READ,6720,3840839,2996734,2994777,30051,1,0,0,0,0,1404,765,3892434,2699480,26209255,54433091,7878744,43109,118108934772,172767200,10085119,1480167,1,0,0,0,0,14261,7012.1309866068295,0,99926,138.73850649480616,89,14991,243,343,99926,74
46,avg-run,1000,true,zipfian,READ,13584,7603732,6100181,6096183,61051,5,0,0,0,0,1404,765,3892434,2699480,26217327,54439973,7878744,43109,118160264002,172830316,10085121,1480167,1,0,0,0,0,14385,6951.685783802572,0,100000,139.68884,94,19263,242,342,100000
47,extend,1000,true,uniform,EXTEND,304687,183700370,91905467,90712942,802941,469860,772463,0,0,0,1404,765,3892434,2702231,26232505,54457539,7878744,43109,118273319131,172984226,10100481,1480167,0,0,0,0,1,6743,1483.019427554501,0,9988,643.4637565078094,400,26623,1032,1547,9988,12
47,run,1000,true,zipfian,READ,305109,188538047,94948859,93755313,802941,469860,772463,0,0,0,1404,765,3892434,2702824,26232505,54458090,7878744,43109,118273342395,172984624,10100481,1480167,1,0,0,0,0,15031,6652.917304237908,0,99917,146.3438353833682,92,19423,247,343,99917,83
47,reference,1000,true,zipfian,READ,6704,14215502,4878692,4758442,1119,1,0,0,0,0,1404,765,3892434,2703055,26232505,54458331,7878744,43109,118273342395,172984624,10100481,1480167,1,0,0,0,0,3432,29137.529137529138,0,100000,30.68715,17,10903,60,116,100000
47,clean-run,1000,true,zipfian,READ,6799,3866207,3043759,3041802,30478,1,0,0,0,0,1404,766,3907485,2703188,26237443,54467661,7878814,43124,118330228946,173052034,10101417,1485559,1,0,0,0,0,14559,6868.6036128855,0,99917,141.60015813124895,91,14335,245,343,99917,83
47,avg-run,1000,true,zipfian,READ,13669,7628787,6147206,6143208,61478,5,0,0,0,0,1404,766,3907485,2703188,26245514,54474587,7878814,43124,118382558196,173115150,10101419,1485559,1,0,0,0,0,15128,6610.2591221575885,0,100000,147.10428,98,16279,252,348,100000
48,extend,1000,true,uniform,EXTEND,331489,189348703,95353727,94136174,832964,479862,802082,0,0,0,1404,766,3907485,2705794,26260408,54492403,7878814,43124,118500298451,173273032,10117135,1485559,0,0,0,0,1,6914,1446.3407578825572,0,9991,659.9855870283255,397,29279,1019,1514,9991,9
48,run,1000,true,zipfian,READ,331877,194221904,98443371,97224797,832964,479862,802082,0,0,0,1404,766,3907485,2706342,26260408,54492873,7878814,43124,118500325859,173273498,10117135,1485559,1,0,0,0,0,16726,5978.715771852206,0,99902,162.64495205301196,99,14127,283,396,99902,98
48,reference,1000,true,zipfian,READ,7049,14517692,4982829,4859686,1119,1,0,0,0,0,1404,766,3907485,2706555,26260408,54493125,7878814,43124,118500325859,173273498,10117135,1485559,1,0,0,0,0,3593,27831.895352073476,0,100000,32.1731,17,13095,63,122,100000
48,clean-run,1000,true,zipfian,READ,6915,3895831,3090626,3088669,30882,1,0,0,0,0,1404,767,3922545,2706704,26264287,54502588,7878886,43137,118558272380,173341829,10118071,1491070,1,0,0,0,0,15529,6439.564685427265,0,99929,150.98909225550142,93,21455,272,384,99929,71
48,avg-run,1000,true,zipfian,READ,13785,7658484,6194073,6190075,61882,5,0,0,0,0,1404,767,3922545,2706704,26272338,54509489,7878886,43137,118611601580,173404944,10118073,1491070,1,0,0,0,0,14580,6858.710562414266,0,100000,141.68103,95,18783,245,357,100000
49,extend,1000,true,uniform,EXTEND,352202,194992805,98851482,97609772,863327,489846,832048,0,0,0,1404,767,3922545,2709705,26286122,54529116,7878886,43137,118729608541,173530802,10130137,1491070,0,0,0,0,1,6981,1432.4595330181921,0,9984,668.2012219551282,399,30719,1068,1623,9984,16
49,run,1000,true,zipfian,READ,360860,199944923,101985735,100742133,863329,489857,832050,0,0,0,1404,767,3922545,2712128,26292166,54530145,7878886,43137,118737777915,173579427,10133102,1491070,1,0,0,0,0,15162,6595.435958316844,0,99921,147.6347814773671,93,15783,245,348,99921,79
49,reference,1000,true,zipfian,READ,7394,14819882,5086966,4960930,1119,1,0,0,0,0,1404,767,3922545,2713101,26292166,54530414,7878886,43137,118737777915,173579427,10133102,1491070,1,0,0,0,0,3455,28943.56005788712,0,100000,30.82112,17,13823,60,117,100000
49,clean-run,1000,true,zipfian,READ,7040,3922335,3133297,3131340,31279,1,0,0,0,0,1404,768,3937116,2713248,26303400,54539988,7878956,43157,118796783233,173648675,10134038,1496401,1,0,0,0,0,14655,6823.609689525759,0,99934,142.60878179598535,91,14975,245,340,99934,66
49,avg-run,1000,true,zipfian,READ,14386,7925371,6236744,6232746,62279,5,0,0,0,0,1404,768,3937116,2713248,26303400,54547364,7878956,43157,118851112483,173711791,10134040,1496401,1,0,0,0,0,14423,6933.370311308327,0,100000,140.22959,98,16623,241,336,100000
50,extend,1000,true,uniform,EXTEND,382839,200719321,102399004,101131288,894166,499845,862448,0,0,0,1404,768,3937116,2716203,26317121,54568682,7878956,43157,118955134669,173838241,10144590,1496401,0,0,0,0,1,6836,1462.8437682855472,0,9988,651.7756307569083,386,27103,1054,1597,9988,12
50,run,1000,true,zipfian,READ,388902,205661351,105573810,104304202,894168,499856,862450,0,0,0,1404,768,3937116,2717507,26317121,54569356,7878956,43157,118957619168,173875898,10145021,1496401,1,0,0,0,0,15215,6572.461386789352,0,99922,148.30434739096495,95,16639,249,358,99922,78
50,reference,1000,true,zipfian,READ,7739,15122072,5191103,5062174,1119,1,0,0,0,0,1404,768,3937116,2718615,26317121,54569619,7878956,43157,118957619218,173875899,10145021,1496401,1,0,0,0,0,3427,29180.040852057195,0,100000,30.47832,17,12743,59,114,100000
50,clean-run,1000,true,zipfian,READ,7178,3939443,3173804,3171847,31718,1,0,0,0,0,1404,769,3950192,2718710,26328853,54579297,7879019,43167,119017690300,173946162,10145957,1501901,1,0,0,0,0,14475,6908.46286701209,0,99919,140.87116564417178,92,16495,241,331,99919,81
50,avg-run,1000,true,zipfian,READ,14524,7942308,6277251,6273253,62718,5,0,0,0,0,1404,769,3950192,2718710,26328853,54586705,7879019,43167,119073009550,174009278,10145959,1501901,1,0,0,0,0,14957,6685.832720465334,0,100000,145.58763,98,15335,253,353,100000
51,extend,1000,true,uniform,EXTEND,408759,206444340,105992513,104698789,925512,509844,893347,0,0,0,1404,769,3950192,2721772,26336630,54605898,7879019,43167,119180769332,174137782,10156603,1501901,0,0,0,0,1,7222,1384.6579894765994,0,9988,688.6906287545054,393,26975,1144,1662,9988,12
51,run,1000,true,zipfian,READ,414018,211392493,109212608,107916992,925514,509855,893349,0,0,0,1404,769,3950192,2722245,26342122,54606494,7879019,43167,119183203917,174174219,10157036,1501901,1,0,0,0,0,15815,6323.110970597534,0,99916,153.6597441851155,96,15079,258,369,99916,84
51,reference,1000,true,zipfian,READ,8084,15424262,5295240,5163418,1119,1,0,0,0,0,1404,769,3950192,2723700,26342122,54606795,7879019,43167,119183203967,174174220,10157036,1501901,1,0,0,0,0,3465,28860.02886002886,0,100000,30.72474,17,11087,59,118,100000
51,clean-run,1000,true,zipfian,READ,7317,3953433,3219185,3217228,32165,1,0,0,0,0,1404,770,3963459,2723803,26352307,54616587,7879082,43174,119244336683,174245516,10157972,1507800,1,0,0,0,0,15077,6632.619221330503,0,99921,146.7699482591247,96,15039,254,353,99921,79
51,avg-run,1000,true,zipfian,READ,14663,7956322,6322632,6318634,63165,5,0,0,0,0,1404,770,3963459,2723803,26352307,54623995,7879082,43174,119300655933,174308632,10157974,1507800,1,0,0,0,0,14944,6691.648822269807,0,100000,145.38938,99,16023,249,354,100000
52,extend,1000,true,uniform,EXTEND,433877,212179529,109636492,108316761,957216,519843,924625,0,0,0,1404,770,3963459,2726703,26360145,54643117,7879082,43174,119411344788,174438678,10168943,1507800,0,0,0,0,1,6906,1448.0162177816392,0,9988,660.5149179014818,402,25183,1055,1543,9988,12
52,run,1000,true,zipfian,READ,437554,217179804,112896460,111574837,957218,519854,924627,0,0,0,1404,770,3963459,2727330,26365681,54643817,7879082,43174,119413759311,174474811,10169379,1507800,1,0,0,0,0,15997,6251.172094767769,0,99928,155.64447402129534,98,14783,261,377,99928,72
52,reference,1000,true,zipfian,READ,8429,15726452,5399377,5264662,1119,1,0,0,0,0,1404,770,3963459,2728844,26365681,54644127,7879082,43174,119413759311,174474811,10169379,1507800,1,0,0,0,0,3463,28876.696505919725,0,100000,30.87723,17,11303,59,120,100000
52,clean-run,1000,true,zipfian,READ,7455,3972599,3257460,3255503,32591,1,0,0,0,0,1404,771,3976836,2729157,26375035,54654094,7879171,43179,119475956400,174547098,10170315,1513484,1,0,0,0,0,15118,6614.6315650218285,0,99914,147.2829333226575,96,5947,251,350,99914,86
52,avg-run,1000,true,zipfian,READ,14801,7975538,6360907,6356909,63591,5,0,0,0,0,1404,771,3976836,2729157,26375035,54661473,7879171,43179,119533275600,174610213,10170317,1513484,1,0,0,0,0,15585,6416.426050689765,0,100000,151.76545,98,18591,262,372,100000
53,extend,1000,true,uniform,EXTEND,458194,217974009,113326187,111980449,989457,529850,956403,0,0,0,1404,771,3976836,2732300,26388168,54681405,7879171,43179,119646615826,174742159,10181683,1513484,0,0,0,0,1,7296,1370.6140350877192,0,9996,696.1202480992397,395,26767,1126,1564,9996,4
53,run,1000,true,zipfian,READ,460796,223002469,116628194,115280564,989459,529861,956405,0,0,0,1404,771,3976836,2734458,26388168,54682106,7879171,43179,119649061231,174778671,10182143,1513484,1,0,0,0,0,16516,6054.734802615645,0,99933,161.0267879479251,99,16127,276,395,99933,67
53,reference,1000,true,zipfian,READ,8774,16028642,5503514,5365906,1119,1,0,0,0,0,1404,771,3976836,2735524,26388168,54682397,7879171,43179,119649061231,174778671,10182143,1513484,1,0,0,0,0,3482,28719.126938541067,0,100000,31.1422,18,10343,61,121,100000
53,clean-run,1000,true,zipfian,READ,7606,3978388,3300690,3298733,33054,1,0,0,0,0,1404,772,3990665,2735605,26397854,54692541,7879237,43184,119712328934,174852036,10183079,1519541,1,0,0,0,0,15359,6510.840549514943,0,99920,149.70381305044035,97,14503,259,373,99920,80
53,avg-run,1000,true,zipfian,READ,15309,7908417,6404137,6400139,64054,5,0,0,0,0,1404,772,3990665,2735605,26397854,54700271,7879237,43184,119770648134,174915151,10183081,1519541,1,0,0,0,0,15204,6577.216521967903,0,100000,148.0939,102,15079,254,355,100000
54,extend,1000,true,uniform,EXTEND,482057,223802546,117063516,115691773,1022258,539855,988669,0,0,0,1404,772,3990665,2738637,26411921,54720721,7879237,43184,119886423386,175049004,10194712,1519541,0,0,0,0,1,7114,1405.678942929435,0,9994,680.1107664598759,409,30511,1119,1640,9994,6
54,run,1000,true,zipfian,READ,484677,228861859,120419018,119045383,1022260,539866,988671,0,0,0,1404,772,3990665,2741102,26411921,54721632,7879237,43184,119888915804,175086136,10195190,1519541,1,0,0,0,0,16638,6010.337780983291,0,99916,161.8693602626206,99,19567,279,400,99916,84
54,reference,1000,true,zipfian,READ,9119,16330832,5607651,5467150,1119,1,0,0,0,0,1404,772,3990665,2741787,26411921,54721901,7879237,43184,119888915804,175086136,10195190,1519541,1,0,0,0,0,3525,28368.794326241135,0,100000,31.43509,18,12831,63,122,100000
54,clean-run,1000,true,zipfian,READ,7770,4017525,3356083,3354126,33589,1,0,0,0,0,1404,773,4004635,2742212,26422199,54732203,7879304,43190,119953263855,175160737,10196126,1525130,1,0,0,0,0,15091,6626.46610562587,0,99929,146.96843759068938,100,14919,247,343,99929,71
54,avg-run,1000,true,zipfian,READ,15473,7947554,6459530,6455532,64589,5,0,0,0,0,1404,773,4004635,2742212,26430054,54739962,7879304,43190,120012583105,175223853,10196128,1525130,1,0,0,0,0,15681,6377.144314775844,0,100000,152.82151,103,14239,266,369,100000
55,extend,1000,true,uniform,EXTEND,506750,229667088,120861002,119463251,1055637,549857,1021523,0,0,0,1404,773,4004635,2745243,26436504,54761206,7879304,43190,120130527734,175359431,10207935,1525130,0,0,0,0,1,7178,1393.1457230426302,0,9991,685.1386247622861,406,29839,1089,1578,9991,9
55,run,1000,true,zipfian,READ,510159,234793935,124269935,122870292,1055639,549868,1021525,0,0,0,1404,773,4004635,2748796,26436504,54762559,7879304,43190,120133042705,175397014,10208392,1525130,1,0,0,0,0,16738,5974.42944198829,0,99931,162.9685082707068,103,18207,271,383,99931,69
55,reference,1000,true,zipfian,READ,9464,16633022,5711788,5568394,1119,1,0,0,0,0,1404,773,4004635,2748861,26439866,54762971,7879304,43190,120133042755,175397015,10208392,1525130,1,0,0,0,0,3358,29779.630732578917,0,100000,29.92006,17,10591,59,115,100000
55,clean-run,1000,true,zipfian,READ,7942,4041274,3407389,3405432,34114,1,0,0,0,0,1404,774,4017144,2749122,26449995,54773389,7879368,43197,120198623496,175475241,10209329,1531287,1,0,0,0,0,15668,6382.435537401072,0,99923,152.88267966334078,101,15247,263,372,99923,77
55,avg-run,1000,true,zipfian,READ,15645,7971303,6510836,6506838,65114,5,0,0,0,0,1404,774,4017144,2749122,26457987,54781156,7879368,43197,120258942746,175538357,10209331,1531287,1,0,0,0,0,15499,6452.029163171817,0,100000,150.93904,103,15191,258,367,100000
56,extend,1000,true,uniform,EXTEND,533032,235603322,124717332,123293573,1089408,559852,1054797,0,0,0,1404,774,4017144,2752163,26464665,54803277,7879368,43197,120378664568,175675287,10221385,1531287,0,0,0,0,1,7130,1402.5245441795232,0,9984,680.3426482371794,407,27119,1107,1610,9984,16
56,run,1000,true,zipfian,READ,537007,240749630,128177435,126751784,1089410,559863,1054799,0,0,0,1404,774,4017144,2755524,26468118,54804407,7879368,43197,120381220424,175713515,10221857,1531287,1,0,0,0,0,17404,5745.805561939784,0,99935,169.87653975083805,99,15695,293,414,99935,65
56,reference,1000,true,zipfian,READ,9809,16935212,5815925,5669638,1119,1,0,0,0,0,1404,774,4017144,2756098,26468118,54804679,7879368,43197,120381220424,175713515,10221857,1531287,1,0,0,0,0,3643,27449.90392533626,0,100000,32.59698,18,10535,66,125,100000
56,clean-run,1000,true,zipfian,READ,8103,4048033,3458674,3456717,34611,1,0,0,0,0,1404,775,4031031,2756197,26476244,54815281,7879435,43207,120447722590,175790494,10222793,1537648,1,0,0,0,0,15188,6584.1453779299445,0,99916,148.1319508387045,102,16719,252,350,99916,84
56,avg-run,1000,true,zipfian,READ,15806,7978062,6562121,6558123,65611,5,0,0,0,0,1404,775,4031031,2756197,26484431,54823049,7879435,43207,120509041840,175853610,10222795,1537648,1,0,0,0,0,15184,6585.879873551106,0,100000,147.75928,102,14343,250,355,100000
57,extend,1000,true,uniform,EXTEND,559769,241564302,128631375,127181608,1123812,569849,1088618,0,0,0,1404,775,4031031,2759267,26491219,54845094,7879435,43207,120630860550,175992426,10235032,1537648,0,0,0,0,1,7097,1409.0460758066788,0,9986,677.3328660124174,411,27647,1091,1605,9986,14
57,run,1000,true,zipfian,READ,563795,246728767,132145176,130693517,1123814,569860,1088620,0,0,0,1404,775,4031031,2761913,26495458,54846176,7879435,43207,120633443631,176031051,10235496,1537648,1,0,0,0,0,16233,6160.290765724142,0,99915,158.5466246309363,103,16607,263,374,99915,85
57,reference,1000,true,zipfian,READ,10154,17237402,5920062,5770882,1119,1,0,0,0,0,1404,775,4031031,2763009,26495458,54846439,7879435,43207,120633443631,176031051,10235496,1537648,1,0,0,0,0,3434,29120.559114735002,0,100000,30.63829,17,11247,60,118,100000
57,clean-run,1000,true,zipfian,READ,8300,4072139,3512149,3510192,35194,1,0,0,0,0,1404,776,4044663,2763188,26503542,54857276,7879526,43217,120701034033,176109389,10236432,1543906,1,0,0,0,0,15832,6316.321374431531,0,99911,154.4594589184374,104,14215,268,380,99911,89
57,avg-run,1000,true,zipfian,READ,16005,8002166,6615596,6611598,66194,5,0,0,0,0,1404,776,4044663,2763188,26511703,54865044,7879526,43217,120763353283,176172505,10236434,1543906,1,0,0,0,0,16197,6173.982836327715,0,100000,157.5821,106,14983,272,390,100000
